City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
takoradi,4.88,-1.76,72.66,80,82,8.05,GH,1596430129
collie,-33.37,116.15,52.0,72,18,5.7,AU,1596430129
zhuhai,22.28,113.57,82.4,94,75,3.36,CN,1596430129
castro,-24.79,-50.01,48.52,96,0,3.36,BR,1596430129
clinton,42.59,-82.92,66.2,100,1,5.82,US,1596430082
chokurdakh,70.63,147.92,51.71,57,100,4.5,RU,1596430130
broome,42.25,-75.83,73.4,53,1,10.29,US,1596430130
bethel,41.37,-73.41,78.8,83,1,4.7,US,1596430131
puerto ayora,-0.74,-90.35,68.0,93,34,3.0,EC,1596429984
buala,-8.14,159.59,85.01,69,15,5.97,SB,1596430120
chegdomyn,51.12,133.02,72.16,54,95,4.63,RU,1596430131
carnarvon,-24.87,113.63,66.2,63,30,12.75,AU,1596430132
ribeira grande,38.52,-28.7,71.69,83,0,9.73,PT,1596430132
new norfolk,-42.78,147.06,51.01,65,33,3.0,AU,1596430132
nokaneng,-19.67,22.27,48.63,52,0,8.48,BW,1596430132
hilo,19.73,-155.09,82.4,58,1,8.05,US,1596430007
hovd,48.01,91.64,63.41,43,36,5.5,MN,1596430133
bambous virieux,-20.34,57.76,71.01,56,75,16.11,MU,1596430133
jertih,5.73,102.49,86.0,74,20,3.36,MY,1596430133
geraldton,-28.77,114.6,57.2,71,40,13.87,AU,1596429927
sitka,57.05,-135.33,57.2,87,90,0.98,US,1596429989
paamiut,61.99,-49.67,44.56,96,100,5.23,GL,1596430134
port-gentil,-0.72,8.78,74.43,75,100,9.86,GA,1596430134
ketchikan,55.34,-131.65,57.2,100,90,9.17,US,1596430134
japura,-0.32,102.35,92.3,47,40,4.38,ID,1596430134
gizo,-8.1,156.84,83.52,77,13,7.58,SB,1596430135
vao,-22.67,167.48,68.11,66,19,13.2,NC,1596430135
tamandare,-8.76,-35.1,73.27,79,11,11.41,BR,1596430135
jumla,29.27,82.18,75.99,94,31,1.01,NP,1596430135
dingle,11.0,122.67,88.88,64,84,7.18,PH,1596430135
hasilpur,29.71,72.56,103.53,33,0,20.96,PK,1596430136
tuktoyaktuk,69.45,-133.04,48.2,100,90,4.7,CA,1596430136
saint pete beach,27.73,-82.74,82.99,1,76,13.49,US,1596430136
merauke,-8.47,140.33,80.47,74,46,15.97,ID,1596430136
atasu,48.68,71.64,79.02,36,75,18.1,KZ,1596430136
chenghai,23.46,116.77,89.6,62,40,8.95,CN,1596430137
parabel,58.7,81.48,77.16,54,5,5.26,RU,1596430137
nouadhibou,20.93,-17.03,71.6,88,0,21.92,MR,1596430137
najran,17.49,44.13,80.6,54,54,8.05,SA,1596430137
vestmannaeyjar,63.44,-20.27,50.02,87,31,17.11,IS,1596430138
pochutla,15.74,-96.47,79.0,86,2,3.42,MX,1596430138
augusto correa,-1.02,-46.63,73.65,95,5,3.36,BR,1596430138
sibolga,1.74,98.78,84.65,66,100,5.23,ID,1596430138
khatanga,71.97,102.5,71.08,55,100,8.55,RU,1596430128
san nicolas,18.17,120.6,89.6,66,75,12.75,PH,1596430139
san pedro,14.35,121.02,93.0,55,94,9.17,PH,1596430139
kodinsk,58.69,99.18,80.67,31,48,5.5,RU,1596430139
mar del plata,-38.0,-57.56,48.0,93,78,4.7,AR,1596430007
cherskiy,68.75,161.3,52.72,84,99,4.47,RU,1596430001
tazmalt,36.39,4.4,71.6,78,75,3.36,DZ,1596430141
tasiilaq,65.61,-37.64,44.6,81,97,1.5,GL,1596430141
iqaluit,63.75,-68.51,51.8,76,20,11.41,CA,1596429880
aklavik,68.22,-135.01,55.4,87,90,4.7,CA,1596430141
cayenne,4.93,-52.33,75.2,100,56,5.77,GF,1596430141
bilma,18.69,12.92,87.96,36,23,7.25,NE,1596430142
port elizabeth,-33.92,25.57,50.0,66,0,4.7,ZA,1596430142
alferrarede,39.48,-8.17,62.01,83,100,1.99,PT,1596430142
parkes,-33.13,148.18,63.0,48,100,6.11,AU,1596429999
half moon bay,37.46,-122.43,68.0,93,1,8.21,US,1596430143
esperance,-33.87,121.9,59.0,87,90,16.11,AU,1596430143
auki,-8.77,160.7,85.73,66,7,2.1,SB,1596430143
trelew,-43.25,-65.31,50.16,51,68,22.26,AR,1596430143
victoria,22.29,114.16,84.0,94,100,5.99,HK,1596430099
asau,46.43,26.4,57.99,79,69,2.15,RO,1596430144
vila velha,-20.33,-40.29,66.99,93,40,3.36,BR,1596430144
floro,61.6,5.03,53.6,87,75,5.82,NO,1596430144
ixtapa,20.7,-105.2,86.0,79,90,4.7,MX,1596430145
thompson,55.74,-97.86,62.6,72,20,2.24,CA,1596430013
tiksi,71.69,128.87,48.56,73,25,8.7,RU,1596430003
miraflores,19.22,-98.81,64.4,77,90,11.41,MX,1596430145
panzhihua,26.59,101.71,82.99,51,24,1.3,CN,1596430145
bay point,38.03,-121.96,72.0,53,1,14.99,US,1596429939
vestmanna,62.16,-7.17,50.0,100,100,11.41,FO,1596430146
gotsu,35.0,132.22,84.2,70,90,8.05,JP,1596430146
avarua,-21.21,-159.78,69.8,64,21,3.36,CK,1596430146
khandbari,27.37,87.2,84.0,63,100,1.61,NP,1596430146
muros,42.78,-9.06,57.99,89,96,1.01,ES,1596430147
hirara,24.8,125.28,80.6,88,75,25.28,JP,1596430147
hobyo,5.35,48.53,81.86,63,96,24.87,SO,1596430147
buta,2.79,24.73,69.64,96,78,1.9,CD,1596430005
san quintin,30.48,-115.95,68.61,85,21,2.91,MX,1596430147
caravelas,-17.71,-39.25,68.68,82,6,9.19,BR,1596430148
znamenskoye,57.13,73.83,82.9,60,2,5.95,RU,1596430148
coquimbo,-29.95,-71.34,50.0,93,0,2.24,CL,1596430148
natalio,-26.72,-55.08,58.35,89,1,1.95,PY,1596430148
tahe,52.33,124.73,57.65,95,100,6.46,CN,1596430149
zhigalovo,54.81,105.16,77.27,31,0,9.01,RU,1596430149
talnakh,69.49,88.4,68.0,60,25,6.71,RU,1596430149
kodiak,57.79,-152.41,62.6,67,1,10.29,US,1596430018
rosario,-32.95,-60.64,66.2,72,60,11.41,AR,1596430089
butaritari,3.07,172.79,82.83,73,82,17.58,KI,1596430150
pangnirtung,66.15,-65.71,48.74,74,70,1.01,CA,1596430005
fairbanks,64.84,-147.72,64.4,63,75,8.05,US,1596430150
xining,36.62,101.77,57.9,79,100,4.03,CN,1596430150
oktyabrskoye,43.06,44.74,62.01,93,100,4.47,RU,1596430150
mezhova,48.25,36.73,63.01,72,0,5.77,UA,1596430151
cacak,43.89,20.35,53.6,100,0,2.24,RS,1596430151
provideniya,64.38,-173.3,50.0,71,75,11.18,RU,1596430151
wanaka,-44.7,169.15,49.98,77,94,3.51,NZ,1596430151
boca do acre,-8.75,-67.4,71.67,61,13,0.92,BR,1596430151
batagay,67.63,134.63,69.44,37,99,7.4,RU,1596430152
lavrentiya,65.58,-171.0,47.48,66,95,13.13,RU,1596430152
nisia floresta,-6.09,-35.21,71.6,88,1,5.82,BR,1596430152
clyde river,70.47,-68.59,48.2,100,90,12.64,CA,1596430152
mount pleasant,32.79,-79.86,82.0,88,40,10.31,US,1596430152
bima,-8.47,118.72,90.45,38,8,0.83,ID,1596430152
kaka,37.35,59.61,92.19,13,0,3.6,TM,1596430153
bafra,41.57,35.91,64.4,93,40,4.7,TR,1596430153
bathsheba,13.22,-59.52,82.4,78,40,11.41,BB,1596430153
el alto,-4.27,-81.21,62.19,86,12,15.9,PE,1596430154
arraial do cabo,-22.97,-42.03,67.95,65,1,5.91,BR,1596429962
marrakesh,31.63,-8.01,77.0,57,10,3.36,MA,1596430154
longyearbyen,78.22,15.64,44.6,100,90,1.95,SJ,1596430154
bantry,51.68,-9.45,51.8,87,75,5.82,IE,1596430154
aripuana,-9.17,-60.63,69.12,51,47,1.77,BR,1596430155
namatanai,-3.67,152.43,84.06,75,42,10.07,PG,1596430155
ponta do sol,32.67,-17.1,69.8,73,20,14.99,PT,1596430152
moquegua,-17.2,-70.94,56.77,49,17,0.4,PE,1596430155
ponta delgada,37.73,-25.67,69.8,77,40,5.82,PT,1596430155
rudsar,37.14,50.29,80.6,78,75,2.24,IR,1596430156
banfora,10.63,-4.77,70.83,89,99,5.46,BF,1596430156
hay river,60.82,-115.8,73.4,78,75,3.36,CA,1596430156
cabo san lucas,22.89,-109.91,84.99,61,5,11.41,MX,1596430063
abalak,58.13,68.59,82.65,50,8,8.97,RU,1596430157
alofi,-19.06,-169.92,77.0,83,100,8.05,NU,1596430157
kloulklubed,7.04,134.26,85.05,73,100,9.33,PW,1596430157
nynashamn,58.9,17.95,62.01,77,23,3.0,SE,1596430157
sioux lookout,50.1,-91.92,51.8,93,20,2.66,CA,1596430157
biak,-0.91,122.88,79.34,79,83,5.39,ID,1596430158
eltham,-39.43,174.3,53.01,83,79,2.28,NZ,1596430158
korla,41.76,86.15,90.25,16,58,7.18,CN,1596430158
rochelle,46.25,-1.0,62.6,82,71,11.41,FR,1596430159
karratha,-20.74,116.85,81.46,24,41,12.28,AU,1596430159
manicore,-5.81,-61.3,72.68,55,0,2.15,BR,1596430159
kinkala,-4.36,14.76,66.94,84,87,7.36,CG,1596430159
haines junction,60.75,-137.51,52.92,69,7,5.95,CA,1596430159
khammam,17.25,80.15,82.2,74,100,12.33,IN,1596430160
grindavik,63.84,-22.43,46.4,93,90,6.93,IS,1596430160
puerto escondido,15.85,-97.07,81.59,80,1,5.57,MX,1596430160
narsaq,60.92,-46.05,46.4,81,58,3.36,GL,1596430130
berettyoujfalu,47.22,21.55,61.0,82,8,5.82,HU,1596430160
college,64.86,-147.8,64.4,63,75,5.82,US,1596430161
villefranche-de-rouergue,44.33,2.0,57.2,76,100,8.05,FR,1596430161
torbay,47.67,-52.73,57.99,100,20,6.93,CA,1596430161
necochea,-38.55,-58.74,44.01,69,57,1.99,AR,1596430161
ewa beach,21.32,-158.01,82.4,58,1,8.05,US,1596429974
faya,18.39,42.45,66.2,82,40,6.06,SA,1596430162
rostock,54.09,12.14,59.0,93,40,5.82,DE,1596430162
kavaratti,10.57,72.64,84.2,79,90,6.93,IN,1596430154
east london,-33.02,27.91,71.6,15,0,9.17,ZA,1596429900
poum,-20.23,164.02,70.29,76,5,17.43,NC,1596430163
champasak,14.75,106.0,82.4,83,75,6.93,LA,1596430163
deputatskiy,69.3,139.9,57.49,56,60,8.05,RU,1596430163
yoichi,43.2,140.77,78.01,73,75,24.16,JP,1596430163
qaanaaq,77.48,-69.36,36.05,88,100,8.03,GL,1596430164
kemijarvi,66.71,27.43,55.13,70,16,1.23,FI,1596430164
salalah,17.02,54.09,82.4,83,20,5.82,OM,1596430164
gat,31.61,34.76,75.0,48,0,1.01,IL,1596430023
mufumbwe,-13.68,24.8,44.67,74,17,5.41,ZM,1596430164
ugoofaaru,5.67,73.0,82.35,80,99,15.39,MV,1596430165
birao,10.28,22.79,71.06,96,99,2.3,CF,1596430165
chuy,-33.7,-53.46,60.13,93,79,3.69,UY,1596429996
tahta,26.77,31.5,80.6,26,11,6.93,EG,1596430165
dingzhou,38.51,115.0,89.6,70,80,6.71,CN,1596430165
kruisfontein,-34.0,24.73,62.82,28,0,12.55,ZA,1596430146
palauig,15.44,119.9,86.45,69,100,10.89,PH,1596430166
xifeng,42.74,124.72,88.57,50,0,15.7,CN,1596430166
chumphon,10.33,98.83,86.0,79,75,16.11,TH,1596430166
franklin,39.97,-83.02,70.0,83,75,3.94,US,1596429993
westport,41.14,-73.36,80.6,78,1,13.87,US,1596430154
cururupu,-1.83,-44.87,73.92,97,1,2.8,BR,1596430167
henties bay,-22.12,14.28,64.99,24,0,1.01,NA,1596430167
nishihara,26.18,127.76,91.4,74,75,18.34,JP,1596430167
saskylakh,71.92,114.08,76.01,44,23,4.32,RU,1596430167
tromso,69.65,18.96,53.6,76,1,6.93,NO,1596430167
ingham,42.6,-84.38,66.0,100,1,8.05,US,1596430168
fortuna,40.6,-124.16,61.0,89,1,3.62,US,1596430168
lompoc,34.64,-120.46,57.2,87,90,8.1,US,1596430168
kaitangata,-46.28,169.85,48.0,83,64,1.99,NZ,1596430168
ahipara,-35.17,173.17,59.59,79,9,7.78,NZ,1596430168
lasa,46.62,10.7,57.99,100,99,1.92,IT,1596430169
cockburn town,21.46,-71.14,82.58,81,0,17.2,TC,1596430169
hit,33.64,42.83,92.8,22,0,14.94,IQ,1596430169
moree,-29.47,149.85,71.6,30,40,8.05,AU,1596430169
xenia,39.68,-83.93,68.0,82,1,4.7,US,1596430169
miramar,25.99,-80.23,80.6,94,1,8.25,US,1596430170
miles city,46.41,-105.84,77.0,29,1,14.99,US,1596430170
koygorodok,60.45,51.0,54.7,84,81,6.02,RU,1596430170
mandera,3.94,41.87,76.3,62,26,19.8,KE,1596430170
klaksvik,62.23,-6.59,50.0,100,100,11.41,FO,1596430170
moussoro,13.64,16.49,76.59,81,100,13.0,TD,1596430171
malartic,48.13,-78.13,55.4,93,90,14.99,CA,1596429985
santa maria,-29.68,-53.81,62.56,89,0,2.93,BR,1596430171
belaya gora,68.53,146.42,63.54,43,99,10.13,RU,1596430171
hazro,33.91,72.49,91.4,70,2,13.87,PK,1596430171
bud,39.45,-86.18,69.01,98,66,4.41,US,1596430172
bama,11.52,13.69,72.37,91,100,10.85,NG,1596430172
devarkonda,16.7,78.93,78.82,74,100,19.22,IN,1596430172
asuncion ixtaltepec,16.5,-95.05,80.51,70,13,12.84,MX,1596430172
fiumicino,41.77,12.23,80.01,88,0,8.05,IT,1596430172
zhuanghe,39.7,122.99,81.82,84,100,10.02,CN,1596430173
griffith,41.53,-87.42,66.2,100,1,4.45,US,1596430033
saint anthony,45.02,-93.22,62.6,77,1,3.13,US,1596430173
sao filipe,14.9,-24.5,78.28,84,15,9.04,CV,1596430173
waingapu,-9.66,120.26,82.31,58,45,12.37,ID,1596430173
san cristobal,7.77,-72.22,65.37,89,29,4.65,VE,1596429988
north bend,43.41,-124.22,63.0,82,90,2.33,US,1596430174
port hedland,-20.32,118.57,82.4,54,44,16.11,AU,1596430174
kurgan,55.45,65.33,83.55,45,33,10.07,RU,1596430174
carutapera,-1.2,-46.02,74.95,92,5,4.47,BR,1596430174
wanning,18.8,110.4,86.16,78,100,11.86,CN,1596430174
ayan,56.45,138.17,58.89,70,67,12.86,RU,1596430175
obihiro,42.92,143.2,71.6,88,75,6.93,JP,1596430175
tokmak,47.25,35.71,66.29,59,0,4.63,UA,1596430175
sao geraldo do araguaia,-6.4,-48.55,75.02,56,24,0.47,BR,1596430099
tual,-5.67,132.75,77.85,82,76,17.34,ID,1596430176
porto velho,-8.76,-63.9,77.0,53,24,3.36,BR,1596429927
regeneracao,-6.24,-42.69,75.47,58,24,7.65,BR,1596430089
wattegama,6.8,81.48,80.6,94,75,11.41,LK,1596430176
lagoa,39.05,-27.98,70.84,76,1,2.53,PT,1596430176
cairns,-16.92,145.77,75.2,64,90,14.99,AU,1596430177
pokosnoye,55.53,101.05,75.24,45,87,5.91,RU,1596430177
romitan,39.93,64.38,89.6,33,0,4.7,UZ,1596430177
yenotayevka,47.25,47.03,74.23,46,100,2.46,RU,1596430177
tarakan,3.3,117.63,82.92,71,2,6.71,ID,1596430145
roebourne,-20.78,117.13,82.56,24,41,10.92,AU,1596430177
airai,-8.93,125.41,72.7,54,28,3.42,TL,1596430178
isangel,-19.55,169.27,70.95,62,3,11.41,VU,1596429995
tura,25.52,90.22,92.91,58,5,1.03,IN,1596430134
berlevag,70.86,29.09,48.2,93,90,8.05,NO,1596430178
manta,-0.95,-80.73,71.6,88,35,11.41,EC,1596430178
alyangula,-13.85,136.42,84.2,35,44,10.29,AU,1596430179
georgetown,5.41,100.34,89.6,62,20,10.29,MY,1596430148
porto nacional,-10.71,-48.42,77.0,53,10,5.82,BR,1596430179
constitucion,-35.33,-72.42,52.63,89,27,4.0,CL,1596430179
kavieng,-2.57,150.8,84.9,73,71,8.86,PG,1596430180
antalaha,-14.9,50.28,71.82,79,94,16.58,MG,1596430180
la ronge,55.1,-105.28,69.8,68,5,8.05,CA,1596430180
saint-francois,46.42,3.91,62.6,67,100,4.7,FR,1596430180
potchefstroom,-26.72,27.1,43.88,55,0,3.47,ZA,1596430180
lubao,14.92,120.55,93.0,70,40,9.17,PH,1596430181
maragogi,-9.01,-35.22,72.68,79,8,11.03,BR,1596430148
dabakala,8.37,-4.43,68.2,96,100,4.81,CI,1596430181
xianshuigu,38.98,117.38,91.4,70,40,2.24,CN,1596430181
tabou,4.42,-7.35,71.51,80,95,2.42,CI,1596430181
kathu,7.92,98.33,86.0,74,75,13.87,TH,1596430182
athabasca,54.72,-113.29,67.24,88,15,8.43,CA,1596430182
bilibino,68.05,166.44,54.88,50,98,3.36,RU,1596430138
mpika,-11.83,31.45,51.91,84,45,9.28,ZM,1596430182
masindi,1.67,31.71,64.78,71,55,1.77,UG,1596430183
kletskaya,49.31,43.06,68.02,57,0,6.6,RU,1596430183
mount gambier,-37.83,140.77,51.8,66,90,17.22,AU,1596430183
praia,14.92,-23.51,80.6,74,20,5.82,CV,1596430184
camacha,33.08,-16.33,68.0,72,40,13.87,PT,1596430167
kushiro,42.98,144.37,69.8,88,75,11.41,JP,1596430184
tilichiki,60.47,166.1,58.41,71,56,9.42,RU,1596430184
toba tek singh,30.97,72.48,105.42,30,0,13.89,PK,1596430185
hamilton,39.18,-84.53,70.0,94,1,3.58,US,1596430014
ilulissat,69.22,-51.1,44.6,75,3,1.12,GL,1596430185
sibu,2.3,111.82,86.0,70,20,8.05,MY,1596430185
minudasht,37.23,55.37,82.4,65,20,7.58,IR,1596430185
namibe,-15.2,12.15,66.88,69,0,6.35,AO,1596430185
vila franca do campo,37.72,-25.43,69.8,77,40,5.82,PT,1596430186
pokhara,28.23,83.98,81.37,71,87,0.78,NP,1596430186
ahuimanu,21.44,-157.84,82.4,69,75,11.41,US,1596430186
dori,14.04,-0.03,79.45,70,100,6.6,BF,1596430186
suzun,53.78,82.31,76.8,53,0,11.21,RU,1596430186
ati,13.22,18.34,74.55,86,100,12.73,TD,1596430187
soe,-9.86,124.28,79.59,51,64,6.38,ID,1596430187
katobu,-4.94,122.53,82.47,74,69,0.63,ID,1596430187
nicoya,10.15,-85.45,76.82,90,99,1.1,CR,1596430187
santa marta,11.24,-74.2,81.1,81,97,12.82,CO,1596430147
cascais,38.7,-9.42,64.99,89,76,25.99,PT,1596430128
rawson,-43.3,-65.1,50.23,58,84,23.73,AR,1596430188
phuket,8.0,98.25,86.0,74,75,13.87,TH,1596430188
abnub,27.27,31.15,80.6,32,26,4.32,EG,1596430188
metro,-5.11,105.31,88.3,56,57,6.98,ID,1596430188
harper,4.38,-7.72,71.96,79,92,2.17,LR,1596430189
comodoro rivadavia,-45.87,-67.5,53.6,50,100,4.7,AR,1596430189
taoudenni,22.68,-3.98,99.81,19,9,7.81,ML,1596430189
margate,51.38,1.39,64.0,82,99,1.99,GB,1596430189
calimete,22.53,-80.91,82.4,88,100,3.36,CU,1596430190
sibenik,43.73,15.91,75.2,53,0,5.82,HR,1596430190
jaguey grande,22.53,-81.13,77.0,100,20,5.82,CU,1596430190
marawi,8.0,124.29,84.0,79,88,7.0,PH,1596430190
mehamn,71.04,27.85,48.2,93,90,8.05,NO,1596430191
suntar,62.14,117.63,79.36,34,0,6.44,RU,1596430191
surman,32.76,12.57,82.38,23,0,6.42,LY,1596430191
atar,20.52,-13.05,92.68,13,0,8.77,MR,1596430192
arlit,18.74,7.39,88.95,41,100,15.1,NE,1596430192
bandarbeyla,9.49,50.81,85.03,48,33,34.05,SO,1596430192
oranjemund,-28.55,16.43,60.26,45,0,6.42,NA,1596430192
pottsville,40.69,-76.2,73.0,83,1,7.43,US,1596430193
hambantota,6.12,81.12,80.6,94,75,11.41,LK,1596430193
flin flon,54.77,-101.86,60.49,62,0,5.91,CA,1596430193
kyren,51.68,102.14,57.7,84,100,0.29,RU,1596430193
kahului,20.89,-156.47,82.4,58,20,21.92,US,1596430194
thinadhoo,0.53,72.93,83.26,76,100,11.79,MV,1596429981
dikson,73.51,80.55,53.13,78,77,15.26,RU,1596430194
aldan,58.6,125.39,69.17,49,85,10.4,RU,1596430194
pathein,16.78,94.73,80.24,88,100,14.94,MM,1596430194
srednekolymsk,67.45,153.68,66.02,46,61,8.08,RU,1596430195
kochi,9.94,76.26,78.8,94,75,3.36,IN,1596429909
outlook,51.5,-107.05,64.0,69,52,4.0,CA,1596430195
hualmay,-11.1,-77.61,58.53,85,37,8.21,PE,1596430152
mahajanga,-15.72,46.32,69.8,49,20,12.75,MG,1596430195
regina,50.45,-104.62,70.0,56,75,16.11,CA,1596430196
portland,45.52,-122.68,73.99,53,75,10.29,US,1596430043
lucapa,-8.42,20.74,64.02,38,50,4.94,AO,1596430196
baruun-urt,46.68,113.28,67.69,66,87,13.94,MN,1596430196
nome,64.5,-165.41,64.0,63,1,9.17,US,1596430196
karpogory,64.0,44.45,50.04,90,95,4.88,RU,1596430197
pevek,69.7,170.31,38.23,92,100,1.99,RU,1596430125
havoysund,71.0,24.66,50.0,93,90,6.93,NO,1596430197
nampula,-15.12,39.27,64.4,93,40,10.29,MZ,1596430197
eyl,7.98,49.82,85.03,49,36,32.82,SO,1596430198
beloha,-25.17,45.05,63.12,67,0,16.08,MG,1596430198
rio grande,-32.03,-52.1,62.73,91,67,4.68,BR,1596430198
nemuro,43.32,145.57,75.2,73,75,11.41,JP,1596430198
ballyhaunis,53.77,-8.77,51.01,96,29,7.0,IE,1596430199
mariinsk,56.21,87.75,75.47,47,3,7.65,RU,1596430199
lorengau,-2.02,147.27,83.97,76,68,12.19,PG,1596430199
garoua boulai,5.88,14.55,64.26,100,100,7.63,CM,1596430199
bolshoye nagatkino,54.52,47.97,62.6,93,90,2.24,RU,1596430199
saiha,22.48,92.97,89.67,58,91,2.44,IN,1596430200
coihaique,-45.58,-72.07,37.4,86,99,2.24,CL,1596430132
fort nelson,58.81,-122.7,73.4,60,75,5.82,CA,1596430173
macau,22.2,113.55,82.4,94,75,3.36,MO,1596429921
soledade,-28.82,-52.51,55.94,88,0,3.67,BR,1596430200
broken hill,-31.95,141.43,68.0,22,100,11.41,AU,1596430201
cam ranh,11.92,109.16,96.8,50,40,13.87,VN,1596430201
berdigestyakh,62.1,126.7,80.35,30,12,3.22,RU,1596430144
doha,25.29,51.53,100.99,53,38,5.82,QA,1596430201
conchas,-23.02,-48.01,55.8,94,0,5.06,BR,1596430202
svetlyy,54.67,20.13,64.0,87,97,4.03,RU,1596430202
